WAST,DP,Dta,Dts,EV,QFE,QFF,QNH,RF,RH,S,SR,ST1,ST2,ST3,ST4,Sx,T
2/6/2015 5:00,13.5,70,10,0,1007.1,1010.6,1010.7,0,98.5,5,18,15.5,15.9,16.8,18.6,8,13.81
2/6/2015 5:10,13.4,53,14,0,1007.3,1010.8,1010.9,0,98.5,5,11,15.5,15.8,16.8,18.6,8,13.69
2/6/2015 5:20,13.4,27,11,-0.1,1007.4,1010.9,1011,0,98.6,2,12,15.5,15.8,16.8,18.6,5,13.63
2/6/2015 5:30,13.2,26,0,0,1007.4,1010.9,1011,0,98.5,1,6,15.5,15.8,16.8,18.6,4,13.48
2/6/2015 5:40,13.1,26,0,0,1007.3,1010.8,1010.9,0,98.5,1,14,15.5,15.8,16.8,18.6,3,13.36
2/6/2015 5:50,12.9,26,0,0,1007.3,1010.8,1010.9,0,98.5,0,14,15.5,15.8,16.8,18.6,0,13.23
2/6/2015 6:00,12.9,26,0,0,1007.4,1010.9,1011,0,98.5,0,23,15.5,15.7,16.7,18.6,0,13.16
2/6/2015 6:10,12.8,26,0,0,1007.4,1010.9,1011,0,98.5,0,8,15.5,15.7,16.7,18.6,0,13.05
2/6/2015 6:20,12.6,26,0,0,1007.5,1011,1011.1,0,98.5,0,9,15.5,15.7,16.7,18.6,0,12.93
2/6/2015 6:30,12.6,26,0,0,1007.6,1011.1,1011.2,0,98.5,0,11,15.4,15.7,16.7,18.6,0,12.87
2/6/2015 6:40,12.5,26,0,0,1007.7,1011.2,1011.3,0,98.6,0,12,15.5,15.7,16.7,18.6,1,12.75
2/6/2015 6:50,12.4,13,14,0,1007.8,1011.3,1011.4,0,98.6,1,15,15.5,15.7,16.7,18.6,4,12.67
2/6/2015 7:00,12.3,9,19,0,1007.9,1011.4,1011.5,0,98.6,2,13,15.4,15.7,16.7,18.6,4,12.58
2/6/2015 7:10,12.3,49,2,0,1008,1011.5,1011.6,0,98.5,3,9,15.4,15.7,16.7,18.6,4,12.6
2/6/2015 7:20,12.3,45,0,-0.1,1008.1,1011.6,1011.7,0,98.6,0,47,15.4,15.7,16.7,18.6,3,12.61
2/6/2015 7:30,12.6,51,2,0,1008.2,1011.7,1011.8,0,98.6,3,64,15.4,15.6,16.7,18.6,4,12.87
2/6/2015 7:40,12.7,52,1,0,1008.4,1011.9,1012,0,98.7,0,46,15.4,15.6,16.7,18.6,3,12.99
2/6/2015 7:50,12.9,345,55,0,1008.5,1012,1012.1,0,98.6,3,44,15.4,15.6,16.7,18.6,9,13.18
2/6/2015 8:00,13.7,292,13,0,1008.6,1012.1,1012.2,0,98.7,6,99,15.3,15.6,16.7,18.6,10,13.93
2/6/2015 8:10,14.1,298,12,0,1008.7,1012.2,1012.3,0,98.7,6,140,15.3,15.6,16.6,18.6,9,14.35
2/6/2015 8:20,15,302,18,0,1008.7,1012.2,1012.3,0,98.7,6,201,15.3,15.6,16.6,18.6,10,15.23
2/6/2015 8:30,15.7,295,20,0,1008.8,1012.3,1012.4,0,98,8,134,15.3,15.6,16.6,18.6,16,16.09
2/6/2015 8:40,14.1,296,19,0.1,1009,1012.5,1012.6,0,87.3,8,163,15.3,15.6,16.6,18.6,13,16.24
2/6/2015 8:50,12.9,297,19,0,1009.1,1012.6,1012.7,0,77.8,8,243,15.2,15.6,16.6,18.6,13,16.81
2/6/2015 9:00,12.8,299,21,0,1009.3,1012.8,1012.9,0,74.1,8,169,15.3,15.6,16.6,18.6,14,17.51
2/6/2015 9:10,12.5,299,22,0,1009.4,1012.9,1013,0,72.3,9,159,15.2,15.5,16.6,18.6,16,17.64
2/6/2015 9:20,12.3,290,22,0,1009.6,1013.1,1013.2,0,72.4,9,105,15.2,15.5,16.6,18.6,16,17.34
2/6/2015 9:30,12.7,292,17,0.1,1009.6,1013.1,1013.2,0,74.9,8,126,15.3,15.5,16.6,18.6,13,17.23
2/6/2015 9:40,13.3,304,26,0,1009.7,1013.2,1013.3,0,78.7,8,371,15.3,15.5,16.5,18.6,15,17.05
2/6/2015 9:50,13.5,310,20,0,1009.7,1013.2,1013.3,0,76.7,6,155,15.3,15.5,16.6,18.6,10,17.64
2/6/2015 10:00,13.6,297,23,0,1009.8,1013.3,1013.4,0,75,6,190,15.3,15.5,16.5,18.6,12,18.19
2/6/2015 10:10,13.1,303,23,0.1,1009.8,1013.3,1013.4,0,73,8,209,15.3,15.5,16.5,18.6,12,18.03
2/6/2015 10:20,13.3,316,25,0,1009.8,1013.3,1013.4,0,71.7,7,349,15.4,15.5,16.5,18.6,10,18.55
2/6/2015 10:30,13,303,26,0,1009.8,1013.3,1013.4,0,66.5,7,557,15.4,15.5,16.5,18.6,12,19.45
2/6/2015 10:40,12.8,284,25,0.1,1009.9,1013.4,1013.5,0,67.3,10,250,15.4,15.5,16.5,18.6,15,19.08
2/6/2015 10:50,14,279,28,0,1010.1,1013.6,1013.7,0,80.7,12,198,15.5,15.5,16.5,18.6,22,17.39
2/6/2015 11:00,14.5,281,27,0.1,1010.2,1013.7,1013.8,0,85,8,200,15.5,15.5,16.5,18.6,17,17.15
2/6/2015 11:10,14.7,307,22,0,1010,1013.5,1013.6,0,82.6,6,232,15.6,15.5,16.5,18.6,10,17.76
2/6/2015 11:20,15,310,21,0,1009.8,1013.3,1013.4,0,77.5,7,441,15.6,15.5,16.5,18.6,11,19.07
2/6/2015 11:30,13.8,307,24,0.1,1009.8,1013.3,1013.4,0,70.2,8,683,15.7,15.5,16.5,18.6,13,19.42
2/6/2015 11:40,13.9,306,25,0,1009.8,1013.3,1013.4,0,68.5,8,357,15.7,15.6,16.5,18.6,11,19.94
2/6/2015 11:50,14.8,305,27,0.1,1009.7,1013.1,1013.3,0,68.3,7,594,15.8,15.6,16.5,18.6,14,20.95
2/6/2015 12:00,14.6,304,25,0.1,1009.6,1013,1013.2,0,65.6,8,667,15.9,15.6,16.5,18.6,13,21.36
2/6/2015 12:10,12.2,297,26,0.1,1009.6,1013,1013.2,0,56.3,10,431,15.9,15.6,16.5,18.6,18,21.32
2/6/2015 12:20,11.4,298,26,0.1,1009.4,1012.8,1013,0,53.4,11,711,16,15.6,16.5,18.6,18,21.3
2/6/2015 12:30,12.3,298,27,0.1,1009.3,1012.7,1012.9,0,55.2,10,740,16.1,15.6,16.5,18.5,21,21.67
2/6/2015 12:40,10.6,302,29,0.1,1009.2,1012.6,1012.8,0,50.3,11,602,16.2,15.7,16.5,18.6,19,21.41
2/6/2015 12:50,10.5,304,29,0.1,1009.1,1012.5,1012.7,0,51.2,9,181,16.2,15.7,16.5,18.6,15,20.99
2/6/2015 13:00,12.5,301,24,0,1009.1,1012.5,1012.7,0,59.3,10,625,16.3,15.7,16.5,18.6,20,20.78
2/6/2015 13:10,11.5,304,28,0.1,1009.1,1012.5,1012.7,0,55.1,10,211,16.4,15.8,16.5,18.6,17,20.92
2/6/2015 13:20,13.9,294,24,0,1009.2,1012.7,1012.8,0,73.4,11,282,16.5,15.8,16.5,18.6,22,18.83
2/6/2015 13:30,12.7,308,23,0.1,1009.1,1012.6,1012.7,0,66.6,9,268,16.6,15.8,16.5,18.6,16,19.17
2/6/2015 13:40,12.1,309,23,0,1009,1012.5,1012.6,0,61.7,8,728,16.7,15.8,16.5,18.5,14,19.68
2/6/2015 13:50,13.7,299,26,0.1,1008.9,1012.4,1012.5,0,70.9,8,231,16.8,15.9,16.5,18.5,18,19.11
2/6/2015 14:00,14.2,284,25,0,1008.7,1012.2,1012.3,0,72,8,545,16.9,15.9,16.5,18.5,17,19.46
2/6/2015 14:10,12.6,296,26,0,1008.7,1012.2,1012.3,0,65.5,10,273,17,16,16.5,18.5,18,19.29
2/6/2015 14:20,12.8,286,24,0.1,1008.8,1012.3,1012.4,0,66.9,9,588,17.1,16,16.5,18.5,15,19.19
2/6/2015 14:30,12.9,302,25,0,1008.9,1012.4,1012.5,0,65.3,9,327,17.2,16,16.5,18.6,16,19.68
2/6/2015 14:40,12.8,303,29,0.1,1008.9,1012.4,1012.5,0,63.5,8,242,17.2,16.1,16.5,18.5,12,20
2/6/2015 14:50,11.9,300,27,0,1008.9,1012.4,1012.5,0,61.8,10,147,17.3,16.1,16.5,18.5,20,19.49
2/6/2015 15:00,12.8,295,24,0.1,1009,1012.5,1012.6,0,65.4,12,197,17.3,16.2,16.5,18.5,23,19.48
2/6/2015 15:10,13.5,287,22,0,1009.1,1012.6,1012.7,0,69.8,12,229,17.4,16.2,16.5,18.5,22,19.25
2/6/2015 15:20,12.4,288,24,0,1009.2,1012.7,1012.8,0,63.4,10,234,17.4,16.2,16.5,18.5,22,19.59
2/6/2015 15:30,12.1,298,26,0.1,1009.2,1012.7,1012.8,0,59.9,10,326,17.5,16.3,16.5,18.5,18,20.22
2/6/2015 15:40,11.7,300,25,0,1009.3,1012.8,1012.9,0,59.2,11,232,17.5,16.3,16.6,18.5,18,19.95
2/6/2015 15:50,11.5,302,23,0.1,1009.3,1012.8,1012.9,0,59.9,9,167,17.5,16.3,16.5,18.5,18,19.51
2/6/2015 16:00,11.6,300,24,0,1009.4,1012.9,1013,0,61.7,9,143,17.6,16.4,16.6,18.5,16,19.2
2/6/2015 16:10,12.1,302,25,0,1009.4,1012.9,1013,0,62.9,8,57,17.6,16.4,16.6,18.5,13,19.36
2/6/2015 16:20,12.2,295,23,0,1009.6,1013.1,1013.2,0.3,65.9,9,95,17.6,16.5,16.6,18.5,18,18.78
2/6/2015 16:30,13.5,307,23,0,1009.7,1013.2,1013.3,0,77.1,8,95,17.6,16.5,16.6,18.5,16,17.59
2/6/2015 16:40,14,316,21,0,1009.7,1013.2,1013.3,0,80.5,8,38,17.7,16.5,16.6,18.5,15,17.41
2/6/2015 16:50,14.4,324,19,0,1009.6,1013.1,1013.2,0,83.3,7,39,17.7,16.5,16.6,18.5,11,17.33
2/6/2015 17:00,14.9,313,23,0,1009.6,1013.1,1013.2,0,85.6,8,97,17.7,16.6,16.6,18.5,14,17.37
2/6/2015 17:10,15.1,321,19,0,1009.6,1013.1,1013.2,0,89.1,9,31,17.7,16.6,16.6,18.5,20,16.96
2/6/2015 17:20,15.2,315,22,0,1009.7,1013.2,1013.3,0,89.9,7,29,17.7,16.6,16.6,18.5,13,16.91
2/6/2015 17:30,15.2,317,22,0,1009.6,1013.1,1013.2,0,89.6,7,17,17.7,16.6,16.7,18.5,11,16.97
2/6/2015 17:40,15.2,315,22,0,1009.5,1013,1013.1,0,88.6,7,13,17.7,16.7,16.7,18.5,11,17.19
2/6/2015 17:50,15.3,286,29,0,1009.6,1013.1,1013.2,0,88.3,8,20,17.7,16.7,16.7,18.5,16,17.35
2/6/2015 18:00,15.8,287,21,0,1009.7,1013.2,1013.3,0,93,7,14,17.6,16.7,16.7,18.5,14,16.96
2/6/2015 18:10,16.1,294,17,0,1009.9,1013.4,1013.5,0.2,95.1,6,16,17.6,16.7,16.7,18.5,11,16.91
2/6/2015 18:20,15.9,301,22,0,1010,1013.5,1013.6,0,93.2,8,26,17.6,16.7,16.7,18.5,12,17.05
2/6/2015 18:30,15.1,301,20,0,1010.1,1013.6,1013.7,0,89.1,9,23,17.6,16.7,16.7,18.5,20,16.93
2/6/2015 18:40,14.7,301,24,0,1010.1,1013.6,1013.7,0,86.6,8,9,17.5,16.7,16.8,18.5,12,17.05
2/6/2015 18:50,13.7,298,23,0,1010.2,1013.7,1013.8,0,79.6,9,18,17.5,16.8,16.8,18.5,18,17.35
2/6/2015 19:00,13.6,290,21,0,1010.3,1013.8,1013.9,0,78.2,10,8,17.5,16.7,16.8,18.5,18,17.49
2/6/2015 19:10,13.9,292,23,0,1010.4,1013.9,1014,0,78.8,9,29,17.5,16.8,16.8,18.5,17,17.63
2/6/2015 19:20,14.1,295,24,0,1010.5,1014,1014.1,0,80.2,8,14,17.4,16.8,16.8,18.5,16,17.55
2/6/2015 19:30,14,298,25,0,1010.6,1014.1,1014.2,0,80.4,9,29,17.4,16.8,16.8,18.5,15,17.49
2/6/2015 19:40,13.5,296,20,0,1010.6,1014.1,1014.2,0,77.6,9,16,17.4,16.8,16.8,18.5,17,17.52
2/6/2015 19:50,13.7,302,23,0,1010.7,1014.2,1014.3,0,78.7,7,21,17.4,16.8,16.8,18.5,12,17.48
2/6/2015 20:00,14,304,22,0,1010.7,1014.2,1014.3,0,80.1,8,23,17.3,16.8,16.8,18.5,15,17.56
2/6/2015 20:10,14.5,310,25,0,1010.8,1014.3,1014.4,0,81.9,7,21,17.3,16.8,16.8,18.5,16,17.7
2/6/2015 20:20,15.1,302,26,0,1010.9,1014.4,1014.5,0,83.6,9,23,17.2,16.8,16.9,18.5,17,17.93
2/6/2015 20:30,14.8,310,24,0,1010.9,1014.4,1014.5,0,83.5,7,32,17.2,16.7,16.9,18.5,12,17.69
2/6/2015 20:40,14.7,310,24,0,1010.9,1014.4,1014.5,0,83.4,8,14,17.2,16.8,16.9,18.5,14,17.64
2/6/2015 20:50,15,308,20,0,1010.9,1014.4,1014.5,0,84.3,7,15,17.1,16.7,16.9,18.5,13,17.71
2/6/2015 21:00,14.8,301,23,-0.1,1010.9,1014.4,1014.5,0,82.6,8,18,17.1,16.7,16.9,18.5,16,17.84
2/6/2015 21:10,14.5,303,24,0,1010.9,1014.4,1014.5,0,80.7,8,13,17.1,16.7,16.9,18.5,18,17.91
2/6/2015 21:20,13.9,306,25,0,1010.9,1014.4,1014.5,0,78.3,8,14,17,16.7,16.9,18.5,15,17.77
2/6/2015 21:30,13.2,299,24,0,1010.9,1014.4,1014.5,0,74.7,8,4,17,16.7,16.9,18.5,17,17.79
2/6/2015 21:40,13.1,308,23,0,1010.9,1014.4,1014.5,0,74.7,8,17,17,16.7,16.9,18.5,15,17.68
2/6/2015 21:50,13,309,23,0,1010.9,1014.4,1014.5,0,74.8,7,32,17,16.7,16.9,18.5,11,17.6
2/6/2015 22:00,13.1,301,24,0,1011,1014.5,1014.6,0,75.7,8,20,16.9,16.7,16.9,18.5,16,17.49
2/6/2015 22:10,13.6,303,21,0,1011.1,1014.6,1014.7,0,77.1,8,26,16.9,16.7,16.9,18.5,12,17.69
2/6/2015 22:20,13.9,301,22,0,1011.1,1014.6,1014.7,0,77.4,9,22,16.9,16.7,16.9,18.5,17,17.91
2/6/2015 22:30,13.9,304,21,0,1011.1,1014.6,1014.7,0,78,8,17,16.9,16.7,16.9,18.5,15,17.87
2/6/2015 22:40,13.9,298,20,0,1011.1,1014.6,1014.7,0,77.9,8,12,16.8,16.6,16.9,18.5,13,17.87
2/6/2015 22:50,13.6,308,23,0,1011.1,1014.6,1014.7,0,76.6,8,20,16.8,16.6,16.9,18.5,15,17.83
2/6/2015 23:00,13.7,312,23,0,1011,1014.5,1014.6,0,77.4,8,25,16.8,16.6,16.9,18.5,14,17.78
2/6/2015 23:10,13.7,311,20,0,1011.1,1014.6,1014.7,0,77.6,7,18,16.8,16.6,17,18.5,13,17.67
2/6/2015 23:20,13.7,310,23,0,1011.1,1014.6,1014.7,0,77.2,8,13,16.7,16.6,16.9,18.5,15,17.78
2/6/2015 23:30,13.9,311,23,0,1011,1014.5,1014.6,0,78.5,8,18,16.7,16.6,16.9,18.5,16,17.78
2/6/2015 23:40,14,307,22,0,1011,1014.5,1014.6,0,78.1,10,16,16.7,16.6,16.9,18.5,17,17.97
2/6/2015 23:50,13.4,307,24,0,1011,1014.5,1014.6,0,74.6,9,6,16.7,16.6,17,18.5,16,17.99
3/6/2015 0:00,13.7,310,23,0,1011,1014.5,1014.6,0,77,8,29,16.6,16.6,17,18.5,15,17.87
3/6/2015 0:10,14,309,24,0,1010.9,1014.4,1014.5,0,77.6,9,7,16.6,16.5,17,18.5,16,18.04
3/6/2015 0:20,13.8,309,22,0,1010.9,1014.4,1014.5,0,76.6,10,18,16.6,16.5,17,18.5,16,18.02
3/6/2015 0:30,13.9,309,21,0,1010.8,1014.3,1014.4,0,77.1,9,16,16.6,16.5,17,18.5,17,18.03
3/6/2015 0:40,13.8,305,23,0,1010.8,1014.3,1014.4,0,77,9,5,16.5,16.5,17,18.5,16,17.96
3/6/2015 0:50,14.1,305,19,0,1010.9,1014.4,1014.5,0,77.3,8,16,16.5,16.5,17,18.5,14,18.18
3/6/2015 1:00,14,305,22,0,1010.9,1014.4,1014.5,0,76.6,8,4,16.5,16.5,16.9,18.5,13,18.27
3/6/2015 1:10,13.9,310,25,0,1010.9,1014.4,1014.5,0,74.7,9,11,16.5,16.5,17,18.5,16,18.52
3/6/2015 1:20,14.1,309,22,0,1010.9,1014.4,1014.5,0,74.5,10,10,16.5,16.5,17,18.5,18,18.76
3/6/2015 1:30,14.1,306,24,0,1011,1014.5,1014.6,0,74.7,10,13,16.4,16.5,17,18.5,18,18.75
3/6/2015 1:40,14.1,300,28,0,1011.1,1014.6,1014.7,0,73.5,11,13,16.4,16.4,17,18.5,18,18.95
3/6/2015 1:50,14.2,303,25,0,1011.2,1014.7,1014.8,0,74.6,10,17,16.4,16.4,16.9,18.5,18,18.87
3/6/2015 2:00,14.1,299,20,0,1011.2,1014.7,1014.8,0,74.6,11,17,16.4,16.4,17,18.5,20,18.78
3/6/2015 2:10,14,306,22,0,1011.3,1014.8,1014.9,0,75.5,9,9,16.4,16.4,17,18.5,19,18.45
3/6/2015 2:20,14,307,23,0,1011.3,1014.8,1014.9,0,75.8,10,10,16.4,16.4,17,18.5,19,18.36
3/6/2015 2:30,14.1,306,24,0,1011.3,1014.8,1014.9,0,77.2,8,20,16.4,16.4,17,18.5,17,18.18
3/6/2015 2:40,14.4,310,21,0,1011.2,1014.7,1014.8,0,78.4,8,12,16.4,16.4,16.9,18.5,15,18.22
3/6/2015 2:50,14.2,308,23,0,1011.2,1014.7,1014.8,0,78.1,8,22,16.4,16.4,17,18.5,16,18.14
3/6/2015 3:00,14.3,303,24,0,1011.1,1014.6,1014.7,0,78.8,8,23,16.4,16.4,16.9,18.5,15,18.09
3/6/2015 3:10,14.4,306,21,0,1011,1014.5,1014.6,0,79.2,8,29,16.4,16.4,17,18.5,18,18.12
3/6/2015 3:20,14.7,303,23,0,1011.1,1014.6,1014.7,0,79.8,7,15,16.3,16.4,16.9,18.5,13,18.26
3/6/2015 3:30,15,303,22,0,1011.1,1014.6,1014.7,0,79.7,9,27,16.4,16.3,16.9,18.5,17,18.62
3/6/2015 3:40,15.4,299,24,0,1011.2,1014.7,1014.8,0,84.2,11,18,16.4,16.3,16.9,18.5,19,18.18
3/6/2015 3:50,15.5,301,25,0,1011.2,1014.7,1014.8,0,86.8,10,21,16.3,16.3,16.9,18.5,18,17.77
3/6/2015 4:00,15.9,309,22,0,1011.2,1014.7,1014.8,0,89,8,13,16.3,16.3,16.9,18.5,13,17.74
3/6/2015 4:10,16.1,302,20,0,1011.4,1014.9,1015,0,90.5,8,17,16.3,16.3,16.9,18.5,14,17.72
3/6/2015 4:20,16,299,27,0,1011.5,1015,1015.1,0,87.8,9,17,16.3,16.3,16.9,18.5,16,18.13
3/6/2015 4:30,15.6,299,22,0,1011.5,1015,1015.1,0,84.6,9,16,16.3,16.3,16.9,18.5,16,18.26
3/6/2015 4:40,15.3,300,23,0,1011.5,1015,1015.1,0,83.5,9,16,16.3,16.3,16.9,18.5,15,18.2
3/6/2015 4:50,14.9,304,23,0,1011.4,1014.9,1015,0,81.7,9,30,16.3,16.3,16.9,18.5,19,18.14
3/6/2015 5:00,15.1,300,22,0,1011.5,1015,1015.1,0,82.5,9,21,16.3,16.3,16.9,18.5,17,18.13
3/6/2015 5:10,15.3,298,23,0,1011.6,1015.1,1015.2,0,83.3,10,20,16.3,16.3,16.9,18.5,16,18.19
3/6/2015 5:20,15.5,299,24,0,1011.6,1015.1,1015.2,0,83.8,10,10,16.3,16.3,16.9,18.5,18,18.3
3/6/2015 5:30,15.1,298,25,0,1011.7,1015.2,1015.3,0,82.1,10,21,16.3,16.3,16.9,18.5,20,18.3
3/6/2015 5:40,14.5,294,22,0,1011.7,1015.2,1015.3,0,79.4,9,20,16.3,16.3,16.9,18.5,15,18.21
3/6/2015 5:50,14.4,297,25,0,1011.8,1015.3,1015.4,0,77.6,10,24,16.3,16.3,16.9,18.5,18,18.39
3/6/2015 6:00,14.6,298,23,0,1012,1015.5,1015.6,0,78.4,10,8,16.3,16.3,16.9,18.5,18,18.48
3/6/2015 6:10,14.7,300,19,0,1012.1,1015.6,1015.7,0,79.7,9,24,16.3,16.3,16.9,18.5,15,18.31
3/6/2015 6:20,15.1,300,20,0,1012.2,1015.7,1015.8,0,81.5,8,7,16.3,16.3,16.9,18.5,14,18.33
3/6/2015 6:30,15.5,301,25,0,1012.3,1015.8,1015.9,0,82.4,9,14,16.3,16.2,16.9,18.5,17,18.63
3/6/2015 6:40,15.2,297,21,0,1012.4,1015.9,1016,0,80.4,9,15,16.2,16.3,16.9,18.5,13,18.67
3/6/2015 6:50,15.5,295,23,0,1012.5,1016,1016.1,0,81.1,8,16,16.3,16.2,16.9,18.5,13,18.86
3/6/2015 7:00,15.1,293,22,0,1012.7,1016.2,1016.3,0,78.8,9,20,16.2,16.3,16.9,18.5,18,18.91
3/6/2015 7:10,14.6,296,23,0,1012.8,1016.3,1016.4,0,76.8,11,13,16.2,16.2,16.9,18.5,21,18.8
3/6/2015 7:20,14.6,291,22,0,1012.9,1016.4,1016.5,0,77.2,11,23,16.2,16.2,16.9,18.5,18,18.74
3/6/2015 7:30,14.9,294,23,0,1013,1016.5,1016.6,0,78.9,10,50,16.2,16.2,16.9,18.5,15,18.68
3/6/2015 7:40,15.3,297,21,0,1013.1,1016.6,1016.7,0,79.9,11,31,16.2,16.2,16.9,18.5,22,18.88
3/6/2015 7:50,15.4,299,23,0,1013.2,1016.7,1016.8,0,82.1,9,41,16.2,16.2,16.9,18.5,16,18.56
3/6/2015 8:00,15.7,295,24,0,1013.3,1016.8,1016.9,0,82.4,9,107,16.2,16.2,16.9,18.5,16,18.79
3/6/2015 8:10,15.6,288,24,0,1013.6,1017.1,1017.2,0,79.1,10,127,16.2,16.2,16.9,18.5,16,19.34
3/6/2015 8:20,14.9,289,25,0,1013.9,1017.4,1017.5,0,74.3,11,165,16.2,16.2,16.9,18.5,20,19.63
3/6/2015 8:30,14.8,288,24,0,1014.1,1017.6,1017.7,0,72.9,10,202,16.2,16.2,16.9,18.5,19,19.87
3/6/2015 8:40,14.9,296,23,0.1,1014.3,1017.8,1017.9,0,72.4,9,177,16.3,16.2,16.9,18.5,19,20.03
3/6/2015 8:50,14.8,292,24,0,1014.4,1017.9,1018,0,71.5,9,121,16.2,16.2,16.9,18.5,17,20.13
3/6/2015 9:00,14.8,293,25,0,1014.5,1018,1018.1,0,71.2,10,213,16.3,16.2,16.9,18.5,19,20.18
3/6/2015 9:10,15.1,291,25,0,1014.6,1018.1,1018.2,0,71,11,323,16.3,16.2,16.9,18.5,18,20.64
3/6/2015 9:20,15,298,25,0.1,1014.7,1018.2,1018.3,0,69.4,11,334,16.3,16.2,16.9,18.5,20,20.82
3/6/2015 9:30,14.6,295,21,0,1014.8,1018.3,1018.4,0,67.9,10,226,16.3,16.2,16.9,18.5,18,20.75
3/6/2015 9:40,14.7,294,23,0.1,1014.9,1018.4,1018.5,0,67.5,10,225,16.3,16.2,16.9,18.5,21,20.96
3/6/2015 9:50,15,294,27,0,1015,1018.5,1018.6,0,67.6,11,234,16.4,16.2,16.9,18.5,18,21.31
3/6/2015 10:00,15.4,331,102,0.1,1015,1018.4,1018.6,0,68.7,11,423,16.4,16.2,16.9,18.5,20,21.47
3/6/2015 10:10,15.4,295,27,0,1015.1,1018.5,1018.7,0,67.6,11,499,16.4,16.2,16.9,18.5,21,21.75
3/6/2015 10:20,15.5,296,28,0.1,1015.2,1018.6,1018.8,0,66,10,452,16.4,16.2,16.9,18.5,17,22.22
3/6/2015 10:30,15.2,294,25,0.1,1015.3,1018.7,1018.9,0,65.1,10,466,16.5,16.2,16.9,18.5,18,22.1
3/6/2015 10:40,14.7,292,29,0,1015.3,1018.7,1018.9,0,63.7,10,475,16.6,16.2,16.9,18.5,18,21.92
3/6/2015 10:50,15.1,220,101,0.1,1015.5,1018.9,1019.1,0,63,10,289,16.6,16.2,16.9,18.5,20,22.57
3/6/2015 11:00,15.3,295,27,0.1,1015.5,1018.9,1019.1,0,65,11,612,16.7,16.3,16.9,18.5,19,22.25
3/6/2015 11:10,15.1,298,25,0,1015.5,1018.9,1019.1,0,63.8,10,389,16.7,16.3,16.9,18.5,18,22.37
3/6/2015 11:20,15.3,300,27,0.1,1015.4,1018.8,1019,0,64,11,541,16.8,16.3,16.9,18.5,20,22.46
3/6/2015 11:30,15.4,296,30,0.1,1015.4,1018.8,1019,0,64,10,264,16.9,16.3,16.9,18.5,20,22.58
3/6/2015 11:40,15.3,300,27,0.1,1015.5,1018.9,1019.1,0,65.2,12,641,17,16.3,16.9,18.5,20,22.19
3/6/2015 11:50,15.9,297,25,0,1015.4,1018.8,1019,0,65.2,10,575,17,16.3,16.9,18.5,20,22.85
3/6/2015 12:00,15.4,296,23,0.1,1015.3,1018.7,1018.9,0,63.3,12,230,17.1,16.4,16.9,18.5,19,22.81
3/6/2015 12:10,15.7,294,23,0.1,1015.3,1018.7,1018.9,0,66.1,10,242,17.2,16.4,16.9,18.5,18,22.41
3/6/2015 12:20,15.4,296,23,0,1015.2,1018.6,1018.8,0,65.3,11,221,17.3,16.4,16.9,18.5,18,22.31
3/6/2015 12:30,16,294,26,0.1,1015.1,1018.5,1018.7,0,66.8,10,578,17.4,16.5,16.9,18.5,19,22.52
3/6/2015 12:40,15.9,20,38,0.1,1015,1018.4,1018.6,0,64.8,10,616,17.5,16.5,16.9,18.5,18,22.97
3/6/2015 12:50,15.1,292,24,0,1014.9,1018.3,1018.5,0,64,10,213,17.6,16.5,16.9,18.5,17,22.33
3/6/2015 13:00,15.2,293,22,0.1,1015,1018.4,1018.6,0,66,11,273,17.7,16.6,16.9,18.5,20,21.91
3/6/2015 13:10,15.2,298,24,0,1014.9,1018.4,1018.5,0,68.4,11,107,17.8,16.6,16.9,18.5,19,21.32
3/6/2015 13:20,16.2,293,25,0.1,1014.8,1018.2,1018.4,0,71.4,10,387,17.9,16.6,16.9,18.5,21,21.68
3/6/2015 13:30,15.3,296,24,0,1014.8,1018.3,1018.4,0,69.3,10,210,18,16.7,16.9,18.5,16,21.18
3/6/2015 13:40,15.8,291,25,0,1014.8,1018.3,1018.4,0,71.4,9,190,18.1,16.7,16.9,18.5,15,21.21
3/6/2015 13:50,16,289,24,0,1014.8,1018.3,1018.4,0,74.2,10,127,18.1,16.8,16.9,18.5,16,20.85
3/6/2015 14:00,16,290,27,0.1,1014.9,1018.4,1018.5,0,72.7,9,270,18.2,16.8,16.9,18.5,18,21.12
3/6/2015 14:10,16.1,282,25,0,1015,1018.4,1018.6,0,70.9,10,471,18.3,16.8,16.9,18.5,17,21.67
3/6/2015 14:20,15.2,286,24,0.1,1015,1018.5,1018.6,0,70.5,11,180,18.4,16.9,16.9,18.5,20,20.79
3/6/2015 14:30,16.3,298,26,0,1015.1,1018.6,1018.7,0,75.4,9,283,18.4,16.9,16.9,18.5,15,20.89
3/6/2015 14:40,16.4,297,23,0,1015.3,1018.8,1018.9,0,74,9,214,18.5,17,17,18.5,18,21.23
3/6/2015 14:50,14.9,293,22,0,1015.3,1018.8,1018.9,0,72.3,11,135,18.5,17,17,18.5,24,20.07
3/6/2015 15:00,14.5,290,26,0.1,1015.5,1019,1019.1,0,73.8,13,152,18.6,17.1,17,18.5,22,19.34
3/6/2015 15:10,15.1,277,28,0,1015.5,1019,1019.1,0,73.7,7,313,18.6,17.1,17,18.5,16,19.97
3/6/2015 15:20,15.2,282,27,0,1015.5,1019,1019.1,0,68.8,7,300,18.7,17.1,17,18.5,11,21.22
